ano,co_uf,nascidos_vivos,obitos_infantis,taxa_mortalidade_infantil
2022,33,181179.0,2392.0,13.202413083193969
2022,35,513506.0,5862.0,11.415640713058854
2022,41,140951.0,1464.0,10.386588246979446
2022,42,98535.0,972.0,9.864515146902116
2022,43,121103.0,1275.0,10.528228037290571
2022,50,40647.0,510.0,12.547051442910917
2022,51,58452.0,818.0,13.99438855813317
2022,52,90331.0,1138.0,12.598111390331114
2022,53,35974.0,381.0,10.590982376160559
2023,11,23986.0,297.0,12.382222963395312
2023,12,14635.0,256.0,17.492312948411342
2023,13,70824.0,1217.0,17.183440641590423
2023,14,13407.0,322.0,24.01730439322742
2023,15,126401.0,1915.0,15.150196596545912
2023,16,13158.0,278.0,21.127830977352183
2023,17,23404.0,301.0,12.861049393266109
2023,21,98158.0,1495.0,15.230546669655046
2023,22,42293.0,633.0,14.967015818220508
2023,23,112126.0,1336.0,11.91516686584735
2023,24,39655.0,451.0,11.373092926490985
2023,25,51557.0,677.0,13.13109762010978
2023,26,117182.0,1564.0,13.34675974125719
2023,27,46550.0,636.0,13.662728249194414
2023,28,28934.0,546.0,18.8705329370291
2023,29,171848.0,2570.0,14.95507657930264
2023,31,235198.0,2688.0,11.428668611127646
2023,32,52507.0,617.0,11.750814177157332
2023,33,176800.0,2390.0,13.518099547511312
2023,35,504453.0,5807.0,11.511478770073724
2023,41,140302.0,1528.0,10.890792718564239
2023,42,97006.0,883.0,9.102529740428427
2023,43,121023.0,1179.0,9.74194987729605
2023,50,40498.0,554.0,13.679687885821522
2023,51,58948.0,834.0,14.148062699328221
2023,52,92262.0,1142.0,12.377793674535562
2023,53,35394.0,405.0,11.442617392778438
