co_regiao_pais,regiao_pais,co_uf,sg_uf,co_macrorregiao_saude,macrorregiao_de_saude,co_regiao_saude,regiao_de_saude,co_municipio,no_municipio,populacao_ibge_2022,nome_da_regiao,sigla_da_regiao,identificacao_da_faixa_populacional,ano_de_referencia,nome_do_orgao_responsavel_pela_gestao,sigla_do_orgao_responsavel_pela_gestao,abrangencia,natureza_juridica_do_orgao_municipal_responsavel,tipo_de_servico,taxa_de_empregados_por_habitante_urbano,despesa_por_empregado,incidencia_de_despesas_com_rsu_na_prefeitura,incidencia_de_despesas_com_empresas_contratadas,auto_suficiencia_financeira,despesas_per_capita_com_rsu,incidencia_de_empregados_proprios,incidencia_de_empreg_de_empr_contrat_no_total_de_empreg_no_manejo,incidencia_de_empreg_admin_no_total_de_empreg_no_manejo,receita_arrecadada_per_capita_com_servicos_de_manejo,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_total,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_urbana,tx_cobertura_de_coleta_direta_rdo_relativo_a_pop_urbana,taxa_de_terceirizacao_da_coleta,produtividades_media_de_coletadores_e_motorista,taxa_de_motoristas_e_coletadores_por_habitante_urbano,massa_rdo_rpu_coletada_per_capita_em_relacao_a_pop_urbana,massa_rdo_coletada_per_capita_em_relacao_a_pop_total_atendida,custo_unitario_da_coleta,incidencia_do_custo_da_coleta_no_custo_total_do_manejo,incidencia_de_emprega_da_coleta_no_total_de_empregados_no_manejo,relacao_quantidade_rcd_coletada_pela_pref_p_quant_total_rdo_rpu,relacao_quantidades_coletadas_de_rpu_por_rdo,massa_rdo_rpu_coletada_per_capita_em_relacao_a_populacao_total_atendida,massa_de_rcd_per_capita_ano_em_relacao_a_pop_urbana,taxa_de_cobertura_da_col_seletiva_porta_a_porta_em_relacao_a_pop_urbana,taxa_de_recuperacao_de_reciclaveis_em_relacao_a_quantidade_de_rdo_e_rpu,massa_recuperada_per_capita,relacao_entre_quantidades_da_coleta_seletiva_e_rdo,incid_de_papel_papelao_sobre_total_mat_recuperado,incid_de_plasticos_sobre_total_material_recuperado,incid_de_metais_sobre_total_material_recuperado,incid_de_vidros_sobre_total_de_material_recuperado,incidencia_de_outros_sobre_total_material_recuperado,massa_per_capita_recolhida_via_coleta_seletiva,massa_de_rss_coletada_per_capita,taxa_de_rss_sobre_rdo_rpu,taxa_de_terceirizacao_de_varredores,taxa_de_terceirizacao_de_varricao,custo_unitario_da_varricao,produtividade_media_do_varredores,taxa_de_varredores_por_habitante_urbano,incidencia_do_custo_da_varricao_no_custo_total_do_manejo,incidencia_de_varredores_no_total_de_empregados_no_manejo,extensao_total_anual_varrida_per_capita,taxa_de_capinadores_por_habitante_urbano,relacao_de_capinadores_no_total_de_empregados_no_manejo
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,293105,BA - TANQUE NOVO,17158,Nordeste,NE,1,2022,Prefeitura Municipal de Tanque Novo,pmtn,Local,Administração pública direta,Res. Sólidos ,,26046.51,1.55,0.0,,,100.0,0.0,4.65,,60.8,,,34.21,1757.19,,,,60.61,17.86,13.95,63.16,,1.0,,,,,,,,,,,,,0.21,0.0,,111.11,0.77,,71.43,69.77,,,11.63
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,293110,BA - TANQUINHO,7717,Nordeste,NE,1,2022,Prefeitura Municipal de Tanquinho,PMT,Local,Administração pública direta,Res. Sólidos ,,11975.0,10.08,50.0,,,50.0,50.0,,,100.0,,,0.0,,,,0.18,,,,,100.0,0.37,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29027,VALENCA,293120,BA - TAPEROA,18044,Nordeste,NE,1,2022,Prefeitura Municipal Taperoá Bahia,PMT - BA,Local,Administração pública direta,Res. Sólidos ,,4630.76,0.44,9.82,,,100.0,0.0,1.82,,49.88,,,16.94,159.74,,,,341.15,80.37,21.82,,,0.18,,,,,,,,,,,,,,0.0,,,,,0.0,54.55,,,21.82
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,293130,BA - TAPIRAMUTA,15818,Nordeste,NE,1,2022,Secretaria Municipal de Infraestrutura,SMI,Local,Administração pública direta,Res. Sólidos ,,24552.29,2.68,3.27,,,100.0,0.0,,,59.96,,,0.0,,,,,266.96,33.38,,50.99,,0.61,,,,,,,,,,,,,2.97,,,,,,52.73,,,,
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29026,TEIXEIRA DE FREITAS,293135,BA - TEIXEIRA DE FREITAS,145216,Nordeste,NE,3,2022,DEPARTAMENTO DE SERVIÇOS URBANOS,DSU,Local,Administração pública direta,Res. Sólidos ,,60763.51,5.45,79.54,12.02,,24.2,75.8,1.73,,80.88,,,100.0,2714.65,,,,172.51,33.95,14.07,,,1.13,,,,,,,,,,,,,,67.68,,,,,34.45,73.33,,,7.16
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,293140,BA - TEODORO SAMPAIO,7110,Nordeste,NE,1,2022,Prefeitura Municipal de Teodoro Sampaio,PMTS,Local,Administração pública direta,Res. Sólidos ,,4182.86,0.37,,,,25.71,74.29,8.57,,96.55,,,100.0,789.62,,,,,,11.43,,,0.39,,,,,,,,,,,,,,67.86,,,,,,80.0,,,0.0
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,293150,BA - TEOFILANDIA,21176,Nordeste,NE,1,2022,Prefeitura Municipal de Teofilândia,PMT,Local,Administração pública direta,Res. Sólidos ,,38104.01,3.17,,,,100.0,0.0,,,65.17,,,0.0,,,,,,,,21.08,,0.73,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,293180,BA - TREMEDAL,16277,Nordeste,NE,1,2022,Prefeitura Municipal de Tremedal,PMT,Local,Administração pública direta,Res. Sólidos ,,15657.89,1.42,,,,100.0,0.0,,,24.86,,,2.7,,,,,,,,,,1.0,,,1.75,,,77.22,13.9,6.56,0.0,2.32,,,,,,,,,,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,293190,BA - TUCANO,48736,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE TUCANO,PMT,Local,Administração pública direta,Res. Sólidos ,,68167.61,1.76,100.0,,,0.0,100.0,0.0,,41.31,,,4.0,833.45,,,,134.02,53.42,100.0,,,1.7,,,1.15,,,62.5,29.17,8.33,0.0,0.0,,,,,,,,,39.63,0.0,,,0.0
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29016,JUAZEIRO,293200,BA - UAUA,24665,Nordeste,NE,1,2022,Prefeitura Municipal de Uauá,PMU,Local,Administração pública direta,Res. Sólidos ,,,7.11,65.62,,,,,,,44.27,,,63.47,948.48,,,0.76,252.63,37.5,14.81,,58.61,1.2,,,,,,,,,,,,,2.09,85.71,,,,,34.37,32.41,,,37.04
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,293210,BA - UBAIRA,18626,Nordeste,NE,1,2022,Prefeitura Municipal de Ubaíra,PMU,Local,Administração pública direta,Res. Sólidos ,,50617.62,3.29,,,,0.0,100.0,,,81.68,,,100.0,,,,,,,,15.9,,1.28,,,,,,,,,,,,,0.02,,100.0,,,,,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29012,ITABUNA,293220,BA - UBAITABA,17596,Nordeste,NE,1,2022,"Secretaria Municipal de Infraestrutura, Planejamento e Desenvolvimento Urbano",SEDUR,Local,Administração pública direta,Res. Sólidos ,,37618.92,9.56,29.68,,,100.0,0.0,7.94,,95.99,,,0.0,1686.19,,,0.84,,,9.52,89.47,82.69,1.54,,,,,,,,,,,,,0.13,0.0,,,,,,68.25,,,6.35
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29010,IRECE,293240,BA - UIBAI,13432,Nordeste,NE,1,2022,"SECRETARIA MUNICIPAL DE OBRAS, TRANSPORTES E SERVIÇOS PÚBLICOS",SMO,Local,Administração pública direta,Res. Sólidos ,,39624.39,5.6,77.31,,,41.1,58.9,15.07,,96.78,,,100.0,1331.2,,,,223.64,38.66,16.44,,,1.05,,,,,,,,,,,,,0.1,26.32,,,,,45.88,52.05,,,13.7
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29009,ILHEUS,293250,BA - UNA,18131,Nordeste,NE,1,2022,Secretaria de Governo,SEGOV,Local,Administração pública direta,Res. Sólidos ,,,3.39,,4.61,,,,,,88.25,,,100.0,669.18,,,,,,22.92,0.13,,0.39,,,,,,,,,,,,,,90.48,82.76,,0.85,,,43.75,,,16.67
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,293260,BA - URANDI,15355,Nordeste,NE,1,2022,Prefeitura Municipal de Urandi,PMU,Local,Administração pública direta,Res. Sólidos ,,28412.86,1.4,100.0,,,0.0,100.0,6.25,,55.66,,,99.02,23.0,,,,94.14,25.36,15.62,2.73,,0.79,,,6.85,,,65.48,21.43,4.76,1.19,7.14,,,,100.0,,,,,61.77,43.75,,,15.62
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29009,ILHEUS,293270,BA - URUCUCA,21420,Nordeste,NE,1,2022,Prefeitura Municipal de Uruçuca,PMU,Local,Administração pública direta,Res. Sólidos ,,25836.66,4.75,0.0,,,100.0,0.0,,,79.34,,,0.0,,,,0.65,255.81,43.2,,24.56,50.59,0.98,,,,,,,,,,,,,0.08,,,,,,49.31,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,293280,BA - UTINGA,16277,Nordeste,NE,1,2022,Prefeitura Municipal de Utinga,PMU,Local,Administração pública direta,Res. Sólidos ,,23870.92,3.45,58.81,,,57.5,42.5,1.25,,67.58,,,100.0,681.58,,,,154.96,25.97,18.75,75.0,,0.8,,,,,,,,,,,,,0.37,38.6,,,,,60.51,71.25,,,8.75
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29027,VALENCA,293290,BA - VALENCA,85655,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE VALENÇA,PMV,Local,Administração pública direta,Res. Sólidos ,,91539.13,6.66,100.0,,,0.0,100.0,5.43,,81.55,,,0.0,3235.29,,,0.98,266.3,70.79,24.03,36.51,25.17,1.23,,,,,,,,,,,,,0.02,100.0,100.0,221.31,,,28.36,56.59,,,13.95
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,293300,BA - VALENTE,24362,Nordeste,NE,1,2022,Prefeitura Municipal de Valente,pmv,Local,Administração pública direta,Res. Sólidos ,,21840.1,3.53,0.0,,,100.0,0.0,4.82,,88.66,,,0.0,1457.19,,,,76.64,38.57,24.1,,,1.16,,,,,,,,,,,,,,0.0,,,,,61.43,61.45,,,9.64
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,293305,BA - VARZEA DA ROCA,13800,Nordeste,NE,1,2022,Prefeitura Municipal de Várzea da  Roça,PMVR,Local,Administração pública direta,Res. Sólidos ,,35166.62,4.66,74.15,,,56.41,43.59,1.28,,70.29,,,100.0,2140.58,,,,164.24,40.12,12.82,64.48,,1.89,,,,,,,,,,,,,0.03,34.33,,,,,41.77,85.9,,,0.0
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,293315,BA - VARZEA NOVA,13377,Nordeste,NE,1,2022,Prefeitura Municipal de Várzea Nova,PMVN,Local,Administração pública direta,Res. Sólidos ,,,4.89,42.19,,,,,,,92.84,,,100.0,2083.07,,,0.66,377.58,42.19,6.33,,8.67,0.72,,,,,,,,,,,,,,0.0,,,,,57.81,83.54,,,0.0
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,293317,BA - VARZEDO,9913,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE VARZEDO,BAHIA,Local,Administração pública direta,Res. Sólidos ,,22037.04,1.69,40.34,,,59.26,40.74,3.7,,50.44,,,100.0,1490.95,,,0.49,157.14,36.97,11.11,10.71,55.56,0.77,,,,,,,,,,,,,0.43,0.0,,,,,59.66,55.56,,,29.63
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,293330,BA - VITORIA DA CONQUISTA,370879,Nordeste,NE,4,2022,SECRETARIA DE SERVIÇOS PÚBLICOS,SESEP,Local,Administração pública direta,Res. Sólidos ,,67077.96,3.63,76.51,,,37.7,62.3,4.6,,93.55,,,99.29,1856.39,,,,180.8,35.77,22.48,165.83,,0.62,,,0.47,,,66.56,31.2,1.89,0.35,0.0,,,0.04,10.0,17.28,241.97,0.87,,24.21,24.78,,,6.37
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,293340,BA - WAGNER,9503,Nordeste,NE,1,2022,Secretaria Municipal de Obras e Serviços,smos,Local,Administração pública direta,Res. Sólidos ,,82283.1,8.86,90.22,,,34.37,65.62,0.0,,84.18,,,60.71,3199.15,,,,398.68,90.97,18.75,49.12,,2.09,,,0.15,,,33.33,22.22,22.22,11.11,11.11,,,,69.23,,,,,7.11,81.25,,,0.0
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29002,BARREIRAS,293345,BA - WANDERLEY,12968,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE WANDERLEY,PMW,Local,Administração pública direta,Res. Sólidos ,,24304.35,1.35,0.0,,,100.0,0.0,4.35,,47.46,,,2.91,1309.9,,,,57.07,20.93,21.74,87.38,,0.92,,,,,,,,,,,,,0.58,0.0,,,,,41.86,43.48,,,8.7
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29027,VALENCA,293350,BA - WENCESLAU GUIMARAES,24474,Nordeste,NE,1,2022,Secretaria Municipal de Infraestrutura,INFRA,Local,Administração pública direta,Res. Sólidos ,,101309.4,2.75,,,,0.0,100.0,8.0,,81.72,,,0.0,3588.5,,,,,,20.0,1.25,,0.77,,,,,,,,,,,,,,100.0,,,,,,44.0,,,16.0
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29010,IRECE,293360,BA - XIQUE-XIQUE,44757,Nordeste,NE,2,2022,PREFEITURA DE XIQUE-XIQUE,PMXX,Local,Administração pública direta,Res. Sólidos ,,72000.0,15.0,0.0,,,100.0,0.0,,,73.97,,,0.0,,,,,56.25,50.0,,2.5,,1.32,,,,,,,,,,,,,0.12,,,,,,33.33,,,,
