co_regiao_pais,regiao_pais,co_uf,sg_uf,co_macrorregiao_saude,macrorregiao_de_saude,co_regiao_saude,regiao_de_saude,co_municipio,no_municipio,populacao_ibge_2022,nome_da_regiao,sigla_da_regiao,identificacao_da_faixa_populacional,ano_de_referencia,nome_do_orgao_responsavel_pela_gestao,sigla_do_orgao_responsavel_pela_gestao,abrangencia,natureza_juridica_do_orgao_municipal_responsavel,tipo_de_servico,taxa_de_empregados_por_habitante_urbano,despesa_por_empregado,incidencia_de_despesas_com_rsu_na_prefeitura,incidencia_de_despesas_com_empresas_contratadas,auto_suficiencia_financeira,despesas_per_capita_com_rsu,incidencia_de_empregados_proprios,incidencia_de_empreg_de_empr_contrat_no_total_de_empreg_no_manejo,incidencia_de_empreg_admin_no_total_de_empreg_no_manejo,receita_arrecadada_per_capita_com_servicos_de_manejo,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_total,tx_cobertura_da_coleta_rdo_em_relacao_a_pop_urbana,tx_cobertura_de_coleta_direta_rdo_relativo_a_pop_urbana,taxa_de_terceirizacao_da_coleta,produtividades_media_de_coletadores_e_motorista,taxa_de_motoristas_e_coletadores_por_habitante_urbano,massa_rdo_rpu_coletada_per_capita_em_relacao_a_pop_urbana,massa_rdo_coletada_per_capita_em_relacao_a_pop_total_atendida,custo_unitario_da_coleta,incidencia_do_custo_da_coleta_no_custo_total_do_manejo,incidencia_de_emprega_da_coleta_no_total_de_empregados_no_manejo,relacao_quantidade_rcd_coletada_pela_pref_p_quant_total_rdo_rpu,relacao_quantidades_coletadas_de_rpu_por_rdo,massa_rdo_rpu_coletada_per_capita_em_relacao_a_populacao_total_atendida,massa_de_rcd_per_capita_ano_em_relacao_a_pop_urbana,taxa_de_cobertura_da_col_seletiva_porta_a_porta_em_relacao_a_pop_urbana,taxa_de_recuperacao_de_reciclaveis_em_relacao_a_quantidade_de_rdo_e_rpu,massa_recuperada_per_capita,relacao_entre_quantidades_da_coleta_seletiva_e_rdo,incid_de_papel_papelao_sobre_total_mat_recuperado,incid_de_plasticos_sobre_total_material_recuperado,incid_de_metais_sobre_total_material_recuperado,incid_de_vidros_sobre_total_de_material_recuperado,incidencia_de_outros_sobre_total_material_recuperado,massa_per_capita_recolhida_via_coleta_seletiva,massa_de_rss_coletada_per_capita,taxa_de_rss_sobre_rdo_rpu,taxa_de_terceirizacao_de_varredores,taxa_de_terceirizacao_de_varricao,custo_unitario_da_varricao,produtividade_media_do_varredores,taxa_de_varredores_por_habitante_urbano,incidencia_do_custo_da_varricao_no_custo_total_do_manejo,incidencia_de_varredores_no_total_de_empregados_no_manejo,extensao_total_anual_varrida_per_capita,taxa_de_capinadores_por_habitante_urbano,relacao_de_capinadores_no_total_de_empregados_no_manejo
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29004,CAMACARI,292100,BA - MATA DE SAO JOAO,42566,Nordeste,NE,2,2022,Secretaria de Obras e Serviços Públicos,SEOSP,Local,Administração pública direta,Res. Sólidos ,,40692.53,4.94,38.32,10.46,,88.3,11.7,1.77,,90.0,,,59.53,2096.33,,,0.92,194.59,36.72,11.7,40.5,68.0,1.55,,,0.35,,,52.58,5.17,1.99,32.45,7.81,,,0.05,0.0,,,,,16.34,27.66,,,55.32
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,292105,BA - MATINA,10330,Nordeste,NE,1,2022,Prefeitura Municipal de Matina,PMM,Local,Administração pública direta,Res. Sólidos ,,52369.95,1.62,,,,0.0,100.0,0.0,,31.19,,,100.0,162.94,,,,,,66.67,,,0.43,,,,,,,,,,,,,0.47,100.0,,,,,,33.33,,,0.0
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29026,TEIXEIRA DE FREITAS,292110,BA - MEDEIROS NETO,22194,Nordeste,NE,1,2022,Prefeitura Municipal de Medeiros Neto,PMMN,Local,Administração pública direta,Res. Sólidos ,,19726.03,8.21,,,,100.0,0.0,,,99.13,,,0.0,,,,,,,,12.0,,0.12,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,292120,BA - MIGUEL CALMON,24661,Nordeste,NE,1,2022,Prefeitura Municipal de Miguel Calmon,PMMC,Local,Administração pública direta,Res. Sólidos ,,22010.29,4.29,56.41,,,43.09,56.91,0.81,,93.26,,,0.0,329.81,,,,233.69,11.58,10.57,156.48,,0.16,,,,,,,,,,,,,2.24,31.08,,,,,87.84,60.16,,,28.46
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292130,BA - MILAGRES,11071,Nordeste,NE,1,2022,Prefeitura Municipal de Milagres,PMM,Local,Administração pública direta,Res. Sólidos ,,,1.63,0.0,,,,,,,75.61,,,0.0,807.11,,,,99.18,29.61,30.77,,,0.66,,,,,,,,,,,,,,0.0,,,,,66.69,38.46,,,19.23
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,292140,BA - MIRANGABA,15734,Nordeste,NE,1,2022,Prefeitura Municipal de Mirangaba,PMM,Local,Administração pública direta,Res. Sólidos ,,30555.04,4.03,85.65,,,25.56,74.44,1.11,,76.76,,,100.0,473.23,,,,200.4,26.99,27.78,6.75,,0.84,,,,,,,,,,,,,,78.33,,,,,55.75,66.67,,,0.0
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,292145,BA - MIRANTE,10187,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE MIRANTE,PMM,Local,Administração pública direta,Res. Sólidos ,,23760.0,0.69,100.0,,,0.0,100.0,8.33,,36.28,,,100.0,979.77,,,0.44,119.87,38.68,25.0,,53.33,0.68,,,,,,,,,,,,,,100.0,,,,,38.68,25.0,,,16.67
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,292150,BA - MONTE SANTO,47780,Nordeste,NE,2,2022,Prefeitura Municipal de Monte Santo,PMMS,Local,Administração pública direta,Res. Sólidos ,,37988.16,2.03,84.29,,,20.75,79.25,3.77,,58.52,,,100.0,2137.38,,,,269.89,53.81,11.32,,,0.79,,,,,,,,,,,,,2.49,66.67,100.0,46.01,1.79,,38.39,56.6,,,28.3
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,292170,BA - MORRO DO CHAPEU,33594,Nordeste,NE,2,2022,Prefeitura Municipal de Morro do Chapéu,PMMC,Local,Administração pública direta,Res. Sólidos ,,48095.75,4.48,,,,70.13,29.87,,,85.03,,,100.0,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,292180,BA - MORTUGABA,11143,Nordeste,NE,1,2022,Prefeitura Municipal de Mortugaba,PMM,Local,Administração pública direta,Res. Sólidos ,,,6.11,68.73,,,,,,,58.33,,,77.42,,,,,271.89,8.95,,161.29,,0.26,,,,,,,,,,,,,,,,,,,0.0,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,292190,BA - MUCUGE,12137,Nordeste,NE,1,2022,Prefeitura Municipal de Mucugê,PMM,Local,Administração pública direta,Res. Sólidos ,,33923.29,3.71,86.92,,,20.55,79.45,2.74,,100.0,,,100.0,239.62,,,,442.22,16.07,16.44,33.33,,0.2,,,3.33,,,50.0,23.33,10.0,0.0,16.67,,,1.11,71.43,,,,,47.65,38.36,,,35.62
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29026,TEIXEIRA DE FREITAS,292200,BA - MUCURI,37977,Nordeste,NE,2,2022,Prefeitura Municipal de Mucuri,PMM,Local,Administração pública direta,Res. Sólidos ,,112886.37,4.22,,,,81.72,18.28,0.0,,84.9,,,100.0,2555.91,,,,,,16.13,,,1.02,,,,,,,,,,,,,,0.0,,,,,,10.75,,,73.12
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29010,IRECE,292205,BA - MULUNGU DO MORRO,13152,Nordeste,NE,1,2022,Secretaria Municipal de Infraestrutura e Serviços Públicos,SECINSP,Local,Administração pública direta,Res. Sólidos ,,31616.0,4.69,76.69,,,33.78,66.22,5.41,,38.47,,,100.0,1289.94,,,,100.08,20.72,16.22,83.76,,2.84,,,0.1,,,0.0,40.0,40.0,20.0,0.0,,,,51.11,,,,,65.42,60.81,,,13.51
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292210,BA - MUNDO NOVO,17305,Nordeste,NE,1,2022,Prefeitura Municipal de Mundo Novo,PMMN,Local,Administração pública direta,Res. Sólidos ,,47851.32,2.61,0.0,,,100.0,0.0,12.73,,66.07,,,0.0,3992.01,,,0.84,188.86,35.87,7.27,4.0,41.76,1.2,,,,,,,,,,,,,2.9,0.0,,,,,22.14,36.36,,,18.18
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292220,BA - MUNIZ FERREIRA,7190,Nordeste,NE,1,2022,SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS,PMMF,Local,Administração pública direta,Res. Sólidos ,,39027.46,3.68,79.88,,,33.33,66.67,3.7,,89.96,,,0.0,1689.3,,,,248.41,49.86,14.81,14.18,,0.9,,,,,,,,,,,,,,50.0,,,,,40.54,66.67,,,14.81
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29008,IBOTIRAMA,292225,BA - MUQUEM DE SAO FRANCISCO,10443,Nordeste,NE,1,2022,Prefeitura Municipal de Muquém de São Francisco,PMMSF,Local,Administração pública direta,Res. Sólidos ,,24700.0,0.94,100.0,,,0.0,100.0,10.0,,58.6,,,100.0,645.37,,,,154.46,31.58,25.0,,,0.45,,,,,,,,,,,,,0.4,100.0,,,,,30.77,25.0,,,15.0
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29005,CRUZ DAS ALMAS,292230,BA - MURITIBA,28707,Nordeste,NE,1,2022,Secretaria Municipal de Obras,obras,Local,Administração pública direta,Res. Sólidos ,,28884.32,5.55,30.01,,,63.92,36.08,0.0,,89.54,,,74.28,903.98,,,,257.23,38.28,15.19,,,1.6,,,,,,,,,,,,,0.05,30.86,,,,,58.03,51.27,,,33.54
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292240,BA - MUTUIPE,20037,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE MUTUÍPE,PMM,Local,Administração pública direta,Res. Sólidos ,,23092.71,2.53,,,,25.0,75.0,6.67,,49.26,,,100.0,1739.3,,,,,,8.33,101.03,,0.76,,,,,,,,,,,,,,75.76,,,,,,55.0,,,15.0
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292250,BA - NAZARE,27060,Nordeste,NE,1,2022,Secretária Municipal  de Infraestrutura,SEINF,Local,Administração pública direta,Res. Sólidos ,,37574.29,9.86,0.0,,,100.0,0.0,3.97,,96.54,,,46.67,2995.21,,,0.73,192.0,60.83,12.7,192.0,114.29,1.57,,,,,,,,,,,,,,0.0,,139.22,0.5,,39.17,67.46,,,15.87
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29027,VALENCA,292260,BA - NILO PECANHA,12063,Nordeste,NE,1,2022,Prefeitura Municipal de Nilo Peçanha,PMNP,Local,Administração pública direta,Res. Sólidos ,,45816.67,2.08,75.26,,,50.0,50.0,20.0,,56.22,,,0.07,2396.17,,,0.81,333.33,72.75,13.33,,49.99,1.21,,,,,,,,,,,,,,71.43,,,,,22.55,46.67,,,13.33
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,292265,BA - NORDESTINA,18523,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE NORDESTINA,PMN,Local,Administração pública direta,Res. Sólidos ,,2461.54,0.27,,,,0.0,100.0,,,64.78,,,100.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29013,ITAPETINGA,292270,BA - NOVA CANAA,13715,Nordeste,NE,1,2022,Prefeitura Municipal de Nova Canaã,PMNC,Local,Administração pública direta,Res. Sólidos ,,75053.75,3.18,,,,100.0,0.0,,,47.71,,,0.0,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29027,VALENCA,292275,BA - NOVA IBIA,6501,Nordeste,NE,1,2022,Prefeitura Municipal de Nova Ibiá,PMNI,Local,Administração pública direta,Res. Sólidos ,,10851.39,0.6,,,,100.0,0.0,0.0,,61.53,,,0.0,2717.78,,,,,,16.67,58.78,,1.75,,,,,,,,,,,,,2.12,0.0,,,,,,38.89,,,44.44
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,292280,BA - NOVA ITARANA,7780,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE NOVA ITARANA,PMNI,Local,Administração pública direta,Res. Sólidos ,,28457.14,2.95,0.0,,,100.0,0.0,,,52.31,,,0.0,,,,,500.0,60.24,,166.67,,0.81,,,,,,,,,,,,,,,,,,,30.12,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29011,ITABERABA,292285,BA - NOVA REDENCAO,7538,Nordeste,NE,1,2022,Prefeitura Municipal de Nova Redenção,PMNR,Local,Administração pública direta,Res. Sólidos ,,18604.65,4.79,0.0,,,100.0,0.0,11.63,,58.37,,,0.0,763.09,,,1.87,96.62,37.5,30.23,3.22,3.5,1.93,,,0.1,,,0.0,32.26,67.74,0.0,0.0,,,0.32,0.0,,,,,25.0,27.91,,,13.95
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29026,TEIXEIRA DE FREITAS,292300,BA - NOVA VICOSA,39509,Nordeste,NE,2,2022,"Secretaria Municipal de Viação, Obras e Serviços Públicos",SMVOSP,Local,Empresa pública,Res. Sólidos ,,15066.67,4.5,,,,68.75,31.25,,,95.67,,,56.98,,,,,,,,5.6,,2.08,,,15.67,,,,,,,,,,,,100.0,,,,,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,292303,BA - NOVO HORIZONTE,11162,Nordeste,NE,1,2022,Prefeitura Municipal de Novo Horizonte,PMNH,Local,Administração pública direta,Res. Sólidos ,,,2.0,3.81,,,,,,,53.01,,,0.0,,,,0.59,118.09,35.05,,,78.12,1.06,,,,,,,,,,,,,,,,,,,37.62,,,,
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,292305,BA - NOVO TRIUNFO,11101,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL,PMNT,Local,Administração pública direta,Res. Sólidos ,,29937.48,3.44,63.49,,,66.22,33.78,2.7,,88.73,,,75.01,1657.79,,,0.97,93.61,19.73,12.16,0.56,33.31,1.3,,,,,,,,,,,,,0.02,33.9,,,,,79.5,79.73,,,5.41
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29019,RIBEIRA DO POMBAL,292310,BA - OLINDINA,22633,Nordeste,NE,1,2022,SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS,SESUR,Local,Administração pública direta,Res. Sólidos ,,32692.31,2.43,,,,3.85,96.15,9.62,,64.19,,,100.0,2617.21,,,1.07,,,13.46,6.28,1.06,1.08,,,,,,,,,,,,,0.14,100.0,100.0,,0.53,,,57.69,,,19.23
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29008,IBOTIRAMA,292320,BA - OLIVEIRA DOS BREJINHOS,20715,Nordeste,NE,1,2022,Prefeitura Municipal de Oliveira dos Brejinhos,PMOB,Local,Administração pública direta,Res. Sólidos ,,27027.03,1.03,,,,100.0,0.0,8.11,,96.55,,,6.54,1645.37,,,,,,16.22,,,0.44,,,3.12,,,,,,,,,,,0.0,,,,,,40.54,,,21.62
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,292335,BA - OUROLANDIA,19243,Nordeste,NE,1,2022,Prefeitura Municipal de Ourolândia,PMO,Local,Administração pública direta,Res. Sólidos ,,45481.71,4.34,,,,0.0,100.0,,,92.5,,,100.0,,,,,,,,43.35,,2.95,,,1.42,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,292340,BA - PALMAS DE MONTE ALTO,20078,Nordeste,NE,1,2022,Prefeitura Municipal de Palmas de Monte Alto,PMPMA,Local,Administração pública direta,Res. Sólidos ,,32020.11,1.35,,,,100.0,0.0,,,55.14,,,1.54,,,,,,,,,,0.37,,,1.35,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,292350,BA - PALMEIRAS,10339,Nordeste,NE,1,2022,Prefeitura Municipal de Palmeiras,PMP,Local,Administração pública direta,Res. Sólidos ,,44713.29,5.12,100.0,,,0.0,100.0,8.16,,71.09,,,100.0,1886.26,,,2.2,137.96,37.18,20.41,,0.0,2.2,,,,,,,,,,,,,,100.0,,,,,24.14,40.82,,,30.61
2,Nordeste,29,BA,2912,OESTE (NBS - BARREIRAS),29008,IBOTIRAMA,292370,BA - PARATINGA,29252,Nordeste,NE,1,2022,Prefeitura Municipal de Paratinga,PMP,Local,Administração pública direta,Res. Sólidos ,,,3.95,100.0,,,,,,,36.58,,,100.0,342.67,,,0.72,470.02,38.7,27.56,25.17,33.69,0.96,,,,,,,,,,,,,0.45,100.0,100.0,71.95,1.11,,22.93,33.07,,,22.05
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29017,PAULO AFONSO,292400,BA - PAULO AFONSO,112870,Nordeste,NE,3,2022,PREFEITURA MUNICIPAL DE PAULO AFONSO -SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS,PMPA/SESEP,Local,Administração pública direta,Res. Sólidos ,,34844.31,3.72,92.09,,,11.59,88.41,7.0,,95.15,,,0.0,3054.04,,,,158.12,49.25,11.35,,,1.15,,,6.39,,,40.44,41.04,16.48,0.42,1.62,,,,100.0,,,,,41.34,55.56,,,21.26
2,Nordeste,29,BA,2914,NORDESTE (NRS - ALAGOINHAS),29001,ALAGOINHAS,292410,BA - PEDRAO,6235,Nordeste,NE,1,2022,Prefeitura Municipal de Pedrão,PMP,Local,Administração pública direta,Res. Sólidos ,,25701.99,1.8,95.71,,,4.35,95.65,8.7,,83.96,,,85.23,3028.75,,,,45.65,36.6,21.74,,,2.48,,,,,,,,,,,,,0.05,100.0,,,,,50.72,60.87,,,0.0
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29017,PAULO AFONSO,292420,BA - PEDRO ALEXANDRE,13954,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE PEDRO ALEXANDRE,PMPA,Local,Administração pública direta,Res. Sólidos ,,32497.85,1.23,14.58,,,100.0,0.0,7.69,,93.16,,,29.08,,,,0.04,320.0,18.94,0.0,,243.9,0.15,,,0.71,,,20.0,20.0,40.0,20.0,0.0,,,0.85,0.0,,54.17,1.6,,64.12,76.92,,,15.38
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29023,SEABRA,292430,BA - PIATA,20086,Nordeste,NE,1,2022,Prefeitura Municipal,PMP,Local,Administração pública direta,Res. Sólidos ,,44763.81,2.42,,,,100.0,0.0,,,59.19,,,99.95,,,,,117.49,,,,,0.46,,,,,,,,,,,,,0.11,,,,,,,,,,
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29007,GUANAMBI,292450,BA - PINDAI,14731,Nordeste,NE,1,2022,Prefeitura Municipal de Pindai,PMP,Local,Administração pública direta,Res. Sólidos ,,99820.52,3.53,100.0,,,4.35,95.65,8.7,,30.6,,,100.0,1743.88,,,,256.49,36.59,26.09,,,1.99,,,,,,,,,,,,,,90.91,,,,,13.26,47.83,,,17.39
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,292460,BA - PINDOBACU,19083,Nordeste,NE,1,2022,SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO,SEMAD,Local,Administração pública direta,Res. Sólidos ,,89140.0,0.21,,,,50.0,50.0,,,99.57,,,100.0,,,,,,,,25.0,,0.17,,,,,,,,,,,,,0.26,,,,,,,,,,
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29006,FEIRA DE SANTANA,292465,BA - PINTADAS,10325,Nordeste,NE,1,2022,Prefeitura Municipal de Pintadas,PMP,Local,Administração pública direta,Res. Sólidos ,,43475.32,5.63,63.69,,,42.31,57.69,7.69,,53.63,,,0.11,1396.17,,,,417.35,32.27,7.69,25.71,,0.87,,,0.11,,,26.32,21.05,0.0,0.0,52.63,,,0.16,57.14,,,,,66.93,67.31,,,17.31
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29027,VALENCA,292467,BA - PIRAI DO NORTE,10974,Nordeste,NE,1,2022,Prefeitura Municipal de Piraí do Norte,PMPN,Local,Administração pública direta,Res. Sólidos ,,13892.38,0.92,2.51,,,100.0,0.0,3.23,,41.01,,,100.0,159.74,,,,2099.32,97.49,12.9,,,0.13,,,,,,,,,,,,,0.48,0.0,,,,,0.0,64.52,,,12.9
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,292470,BA - PIRIPA,9171,Nordeste,NE,1,2022,Prefeitura Municipal de Piripá,PMP,Local,Administração pública direta,Res. Sólidos ,,13571.43,0.48,0.0,,,100.0,0.0,7.14,,23.99,,,43.75,102.24,,,0.15,500.0,42.11,35.71,,33.33,0.2,,,,,,,,,,,,,,0.0,,,,,15.79,21.43,,,7.14
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,292480,BA - PIRITIBA,17566,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE PIRITIBA,PMP,Local,Administração pública direta,Res. Sólidos ,,22535.86,3.71,78.41,,,20.72,79.28,2.7,,67.62,,,100.0,768.63,,,,92.68,27.63,27.93,0.67,,1.72,,,,,,,,,,,,,0.07,71.43,,,,,69.56,69.37,,,0.0
2,Nordeste,29,BA,2910,SUL (NBS - ILHEUS),29015,JEQUIE,292490,BA - PLANALTINO,8022,Nordeste,NE,1,2022,Prefeitura Municipal de Planaltino,PMP,Local,Administração pública direta,Res. Sólidos ,,5666.67,8.33,,,,50.0,50.0,3.33,,74.79,,,100.0,3833.87,,,,,,6.67,,,1.1,,,,,,,,,,,,,0.42,28.57,,,,,,70.0,,,20.0
2,Nordeste,29,BA,2911,SUDOESTE (NBS - VITORIA CONQUISTA),29028,VITORIA DA CONQUISTA,292500,BA - PLANALTO,23334,Nordeste,NE,1,2022,Prefeitura Municipal de Planalto,PMP,Local,Administração pública direta,Res. Sólidos ,,41796.44,1.69,100.0,,,31.43,68.57,8.57,,81.43,,,100.0,2204.47,,,,209.45,98.79,28.57,0.07,,0.99,,,,,,,,,,,,,,0.0,,,,,0.0,28.57,,,31.43
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29004,CAMACARI,292520,BA - POJUCA,32136,Nordeste,NE,2,2022,SECRETARIA DE SERVIÇOS PÚBLICOS E MEIO AMBIENTE,SESPUMA,Local,Administração pública direta,Res. Sólidos ,,62957.91,4.64,66.16,,,49.3,50.7,8.45,,100.0,,,79.34,2975.55,,,1.29,120.82,28.95,16.2,81.14,41.25,1.83,,,,,,,,,,,,,0.09,43.1,,,,,32.86,40.85,,,22.54
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29024,SENHOR DO BONFIM,292525,BA - PONTO NOVO,17938,Nordeste,NE,1,2022,Prefeitura Municipal de Ponto Novo,PMPN,Local,Administração pública direta,Res. Sólidos ,,23760.0,3.54,0.0,,,100.0,0.0,,,78.05,,,0.0,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,
2,Nordeste,29,BA,2916,EXTREMO SUL (NRS - TEIXEIRA FREITAS),29018,PORTO SEGURO,292530,BA - PORTO SEGURO,168326,Nordeste,NE,3,2022,Prefeitura Municipal de Porto Seguro,PMPS,Local,Administração pública direta,Res. Sólidos ,,,9.74,32.77,6.51,,,,,,83.17,,,100.0,3887.11,,,,,,15.11,,,1.43,,,,,,,,,,,,,0.05,84.34,,,,,,41.81,,,35.77
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29010,IRECE,292560,BA - PRESIDENTE DUTRA,15130,Nordeste,NE,1,2022,Prefeitura Municipal de Presidente Dutra,PMPDBA,Local,Administração pública direta,Res. Sólidos ,,14448.05,3.0,40.27,,,96.55,3.45,1.72,,99.14,,,58.14,3434.5,,,,365.53,93.78,3.45,29.02,,0.79,,,,,,,,,,,,,0.01,0.0,,,,,0.0,73.28,,,17.24
2,Nordeste,29,BA,2915,LESTE - (NRS - SALVADOR),29022,SANTO ANTONIO DE JESUS,292575,BA - PRESIDENTE TANCREDO NEVES,27734,Nordeste,NE,1,2022,Prefeitura Municipal de Presidente Tancredo Neves,PMPTN,Local,Administração pública direta,Res. Sólidos ,,77888.64,3.74,,,,15.38,84.62,5.77,,32.81,,,99.06,2218.17,,,,,,13.46,,,1.91,,,20.44,,,42.31,26.92,15.38,15.38,0.0,,,0.06,100.0,,,,,,38.46,,,11.54
2,Nordeste,29,BA,2917,CENTRO-LESTE (NRS - FEIRA SANTANA),29025,SERRINHA,292590,BA - QUIJINGUE,25272,Nordeste,NE,1,2022,"SECRETARIA MUNICIPAL DE INFRAESTRUTURA, SERVIÇOS PÚBLICOS  E TRANSPORTES",SEINFRA,Local,Administração pública direta,Res. Sólidos ,,,1.8,100.0,,,,,,,51.44,,,96.77,396.17,,,0.16,215.05,25.81,31.25,48.39,151.35,0.39,,,0.75,,,14.29,7.14,71.43,7.14,0.0,,,1.61,100.0,,,,,23.87,31.25,,,25.0
2,Nordeste,29,BA,2918,CENTRO - NORTE (NRS - JACOBINA),29014,JACOBINA,292593,BA - QUIXABEIRA,9461,Nordeste,NE,1,2022,Prefeitura Municipal de Quixabeira,PMQ,Local,Administração pública direta,Res. Sólidos ,,34702.15,3.07,56.7,,,43.75,56.25,12.5,,71.37,,,29.08,164.0,,,0.13,476.19,13.21,18.75,33.14,49.94,0.19,,,14.18,,,23.81,50.6,8.93,1.79,14.88,,,2.32,71.43,,,,,63.08,29.17,,,20.83
2,Nordeste,29,BA,2913,NORTE - (NRS - JUAZEIRO),29016,JUAZEIRO,292600,BA - REMANSO,40586,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE REMANSO,PMR,Local,Administração pública direta,Res. Sólidos ,,,3.8,,,,,,,,60.16,,,100.0,967.89,,,0.27,,,17.39,2.67,149.96,0.68,,,,,,,,,,,,,0.15,50.0,50.0,,0.64,,,17.39,,,13.04
