-,-,-,-,-,-,-,-,-,-,-,-,-,IN002,IN003,IN004,IN007,IN008,IN010,IN015,IN017,IN018,IN023,IN024,IN025,IN028,IN037,IN041,IN046,IN047,IN052
330220,3302205,Itaperuna,RJ,Sudeste,SE,3,2022,Prefeitura Municipal de Itaperuna,PMI,Local,Administração pública direta,Res. Sólidos ,104763.05,3.61,100,0,100,,95.01,100,,243.46,39.73,,0.71,0.23,,14.55,,
260770,2607703,Itapetim,PE,Nordeste,NE,1,2022,Prefeitura Municipal de Itapetim,PMI,Local,Administração pública direta,Res. Sólidos ,5548.81,1.4,0,19.74,80.26,1.32,59.39,100,,130.52,25.13,,0.27,1.85,,72.89,,
291640,2916401,Itapetinga,BA,Nordeste,NE,2,2022,Prefeitura Municipal de Itapetinga,PMI,Local,Administração pública direta,Res. Sólidos ,35528.41,3.58,41.49,84.62,15.38,2.14,97.07,91.8,1648.78,164.4,37.61,14.1,0.81,0.49,0,54.28,72.65,8.55
352230,3522307,Itapetininga,SP,Sudeste,SE,3,2022,Secretaria Municipal de Meio Ambiente,SEAMA,Local,Administração pública direta,Res. Sólidos ,97006.89,2.85,,42.77,57.23,7.55,100,1.91,1439.77,,,46.54,0.59,,83.33,,18.87,20.75
352240,3522406,Itapeva,SP,Sudeste,SE,2,2022,Prefeitura Municipal de Itapeva,PMI,Local,Administração pública direta,Res. Sólidos ,31827.43,0.6,48.64,63.53,36.47,2.35,100,0,1996.81,67.49,49.9,37.65,0.61,0.08,0,47.61,23.53,35.29
352250,3522505,Itapevi,SP,Sudeste,SE,3,2022,MAIS ITAPEVI SPE S.A.,MAIS ITAPEVI,Local,Empresa privada,Res. Sólidos ,186967.07,5.06,99.66,1.3,98.7,4.78,100,100,2403.9,286.05,40.65,33.91,0.72,0.11,100,10.42,13.04,48.26
291650,2916500,Itapicuru,BA,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE ITAPICURU,PMI,Local,Administração pública direta,Res. Sólidos ,62848.92,1.44,71.31,88.24,11.76,,19.52,3.85,,351.39,37.3,,1.01,,,15.16,,
230640,2306405,Itapipoca,CE,Nordeste,NE,3,2022,SECRETARIA DE INFREAESTRUTURA,SEINFRA,Local,Administração pública direta,Res. Sólidos ,26766.53,5.63,94.63,5.67,94.33,14.89,80.08,100,2427.01,53.08,66.24,43.97,1.23,0.06,100,21.06,14.18,19.86
352260,3522604,Itapira,SP,Sudeste,SE,2,2022,Secretaria Municipal de Serviços Publicos,SMSP,Local,Administração pública direta,Res. Sólidos ,111484.26,2.98,100,12.16,87.84,4.05,90.72,77.37,2565.04,129.59,36.1,37.84,0.96,0.08,100,32.67,45.95,0
130200,1302009,Itapiranga,AM,Norte,N ,1,2022,Prefeitura Municipal de Itapiranga,SMLP,Local,Administração pública direta,Res. Sólidos ,33694.44,3.41,0,100,0,5.56,78.72,0,1214.51,160.28,70.32,38.89,1.82,,,0,0,55.56
420840,4208401,Itapiranga,SC,Sul,S ,1,2022,SETOR DE URBANISMO,SADM,Local,Administração pública direta,Res. Sólidos ,215475.61,4.99,27.42,52.38,47.62,0,63.11,92.36,2507.99,320.16,22.22,19.05,0.82,0.96,0,76.22,9.52,28.57
521100,5211008,Itapirapuã,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Itapirapuã,PMI,Local,Administração pública direta,Res. Sólidos ,61692.31,5.06,37.41,100,0,7.69,99.75,0,3194.89,125,31.17,15.38,0.69,,0,29.93,46.15,15.38
352265,3522653,Itapirapuã Paulista,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ITAPIRAPUÃ PAULISTA,PMIP,Local,Administração pública direta,Res. Sólidos ,,0.71,,,,,75.5,14.33,,,,,0.59,,,,,
171090,1710904,Itapiratins,TO,Norte,N ,1,2022,Prefeitura Municipal de Itapiratins,PMI,Local,Administração pública direta,Res. Sólidos ,10189.75,1.12,,100,0,,59.63,0,,,,,0.5,,,,,
260775,2607752,Itapissuma,PE,Nordeste,NE,1,2022,SECRETARIA DE OBRAS E INFRAESTRUTURA,SOI,Local,Administração pública direta,Res. Sólidos ,101135.12,5.68,,76.47,23.53,0,79.47,1.64,1674.12,475.72,,29.41,1.32,1.17,0,,50,20.59
291660,2916609,Itapitanga,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itapitanga,PMI,Local,Administração pública direta,Res. Sólidos ,24181.63,1.49,1.79,100,0,10,90.67,0,1246.01,63.74,20.56,20,0.69,0.09,0,77.65,50,20
230650,2306504,Itapiúna,CE,Nordeste,NE,1,2022,SECRETARIA DE OBRAS INFRAESTRUTURA E CONTROLE URBANO,SOICU,Local,Administração pública direta,Res. Sólidos ,4680,0.17,51.92,0,100,0,45.68,100,340.79,52,100,84.37,0.97,,,0,0,15.62
420845,4208450,Itapoá,SC,Sul,S ,2,2022,Serviço Limpeza Urbana de Itapoa,SURBI,Local,Administração pública direta,Res. Sólidos ,,2.52,29.68,,,,99.94,0,,101.64,26.27,,0.97,,,70.32,,
352270,3522703,Itápolis,SP,Sudeste,SE,2,2022,Prefeitura Municipal de Itápolis,PMI,Local,Administração pública direta,Res. Sólidos ,,2.33,47.81,,,,96.22,88.15,2917.04,123.82,46,24,0.91,0.29,,0,0,10
500450,5004502,Itaporã,MS,Centro-Oeste,CO,1,2022,GERÊNCIA MUNICIPAL DE MEIO AMBIENTE - GEMA,GEMA,Local,Administração pública direta,Res. Sólidos ,28087.5,0.46,100,90,10,0,62.15,0,621.39,137.01,94.87,100,0.71,,,0,0,0
171110,1711100,Itaporã do Tocantins,TO,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE ITAPORÃ,TO,Local,Administração pública direta,Res. Sólidos ,32500.67,3.06,3.72,100,0,,64.02,0,,,,,1.35,0.4,,,,
250700,2507002,Itaporanga,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Itaporanga,PMI,Local,Administração pública direta,Res. Sólidos ,,5.91,71.05,,,,74.1,100,1456.04,184.44,54.87,30,1.9,0.04,0,22.8,27.78,31.11
352280,3522802,Itaporanga,SP,Sudeste,SE,1,2022,SECRETARIA MUNICIPAL DE SERVIÇOS GERAIS,SMO,Local,Administração pública direta,Res. Sólidos ,33888.62,1.74,0,100,0,0,93.72,34.63,579.07,210.22,64.5,37.5,0.69,0.43,0,35.5,37.5,18.75
280320,2803203,Itaporanga d Ajuda,SE,Nordeste,NE,2,2022,Secretaria de Obras Transportes e Serviços Urbanos,SOTUR,Local,Administração pública direta,Res. Sólidos ,72140.81,5.39,97.13,8.6,91.4,3.23,67.75,100,965.01,412.42,38.99,22.58,0.75,0.17,87.5,59.17,34.41,30.11
250710,2507101,Itapororoca,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Itapororoca,PMI,Local,Administração pública direta,Res. Sólidos ,14000,1.05,,91.43,8.57,8.57,65.4,0,702.88,,,42.86,0.75,0.48,0,,34.29,14.29
110110,1101104,Itapuã do Oeste,RO,Norte,N ,1,2022,SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE,SEMAGRI,Local,Administração pública direta,Res. Sólidos ,7150,0.14,,100,0,0,91.42,98.48,25.56,,,41.67,0.93,,0,,50,8.33
431057,4310579,Itapuca,RS,Sul,S ,1,2022,Prefeitura Municipal de Itapuca,PMI,Local,Administração pública direta,Res. Sólidos ,12914.69,0.48,10.48,100,0,,53.28,0,,470.64,53.45,,0.23,,,36.07,,
352290,3522901,Itapuí,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ITAPUI,PMI,Local,Administração pública direta,Res. Sólidos ,41491.63,0.73,100,100,0,7.14,95.51,1.66,1620.26,156,96.95,50,0.76,,0,0,21.43,21.43
352300,3523008,Itapura,SP,Sudeste,SE,1,2022,SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS,SMSP,Local,Administração pública direta,Res. Sólidos ,,1.96,2.2,,,,96.66,0,1682.64,252.52,56.6,21.43,1.13,,,18.27,0,28.57
521120,5211206,Itapuranga,GO,Centro-Oeste,CO,1,2022,Secretaria Municipal de Infraestrutura e Cidades,SEMINC,Local,Administração pública direta,Res. Sólidos ,37418.11,2.18,,100,0,0,88.78,0,2209.8,,,20.69,0.98,,0,,60.34,13.79
352310,3523107,Itaquaquecetuba,SP,Sudeste,SE,4,2022,SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS,SEMSUR,Local,Administração pública direta,Res. Sólidos ,179795.39,5.63,100,0,100,4.85,100,100,3161.05,438.26,91.32,37.86,0.86,0.03,100,7.98,8.74,26.86
431060,4310603,Itaqui,RS,Sul,S ,2,2022,"Secretaria Municipal de Obras, Infraestrutura e Desenvolvimento Urbano e Rural",SOIDUR,Local,Administração pública direta,Res. Sólidos ,,2.36,100,,,,86.42,100,,197.18,33.35,,0.55,,0,0,38.46,38.46
500460,5004601,Itaquiraí,MS,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Itaquiraí,PMI,Local,Administração pública direta,Res. Sólidos ,,2.17,100,,,,40.89,100,1325.88,343.49,33.84,15.62,0.72,0.05,100,39.71,46.87,9.37
260780,2607802,Itaquitinga,PE,Nordeste,NE,1,2022,prefeitura municipal de itaquitinga,PMI,Local,Administração pública direta,Res. Sólidos ,23858.82,4.82,1.99,100,0,10.26,78.53,0,1168.87,60.91,33.53,35.9,1.08,,0,38.69,38.46,15.38
320290,3202900,Itarana,ES,Sudeste,SE,1,2022,Prefeitura Municipal de Itarana,PMI,Local,Administração pública direta,Res. Sólidos ,44533.04,2.75,28.89,83.33,16.67,3.33,66.06,14.92,667.78,237.43,26.2,20,0.58,0.34,0,41.17,56.67,3.33
291680,2916807,Itarantim,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itarantim,PMI,Local,Administração pública direta,Res. Sólidos ,40058.61,1.82,1.43,100,0,3.23,71.84,0,920.13,228.58,53.01,32.26,0.64,,0,40.2,51.61,6.45
352320,3523206,Itararé,SP,Sudeste,SE,2,2022,Prefeitura de Itararé,PMI,Local,Administração pública direta,Res. Sólidos ,87500,1.82,,93.75,6.25,,94.51,4.38,,,,,0.49,,,,,
230655,2306553,Itarema,CE,Nordeste,NE,2,2022,"SECTRETARIA MUNICIPAL DE  MEIO AMBIENTE,TURISMO E CULTURA",SEMATUR,Local,Administração pública direta,Res. Sólidos ,97784.62,3.34,,23.08,76.92,4.62,99.24,100,1536,254.24,,40,0.8,,50,,46.15,6.15
352330,3523305,Itariri,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Itariri,pmi,Local,Administração pública direta,Res. Sólidos ,,2.57,,,,,71.7,100,,,,,1.11,,,,,
521130,5211305,Itarumã,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal,PMI,Local,Administração pública direta,Res. Sólidos ,2437.25,0.37,,47.06,52.94,5.88,95.31,0,630.26,,,21.57,1.02,,75.86,,56.86,15.69
431065,4310652,Itati,RS,Sul,S ,1,2022,"SECRETARIA DE ESPORTE , TURISMO E MEIO AMBIENTE",SETMA,Local,Administração pública direta,Res. Sólidos ,15236.06,0.2,,100,0,,50.42,0,,463.39,,,0.54,,,,,
330225,3302254,Itatiaia,RJ,Sudeste,SE,2,2022,Prefeitura Municipal de Itatiaia,PMI,Local,Administração pública direta,Res. Sólidos ,50157.18,3.2,100,0,100,1.09,99.54,100,2949.73,311.08,37.55,6.56,0.99,0.03,100,56.84,54.1,38.25
313370,3133709,Itatiaiuçu,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itatiaiuçu,PMI,Local,Administração pública direta,Res. Sólidos ,114031.6,2.95,15.8,8,92,4,69.41,100,1502.72,150.96,14.94,24,0.86,,100,80.44,36,20
352340,3523404,Itatiba,SP,Sudeste,SE,3,2022,Prefeitura do Município de Itatiba,PMI,Local,Administração pública direta,Res. Sólidos ,45931.36,1.82,87.13,4.08,95.92,6.53,100,100,1861.01,206.49,59.86,22.86,0.74,0.47,100,19.68,18.37,49.39
431070,4310702,Itatiba do Sul,RS,Sul,S ,1,2022,Prefeitura Municipal de Itatiba do Sul,PMIS,Local,Administração pública direta,Res. Sólidos ,40156.37,2.12,100,0,100,,41.43,100,,499.16,70.23,,1.16,0.05,,26.28,,
291685,2916856,Itatim,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itatim,PMI,Local,Administração pública direta,Res. Sólidos ,52047.45,5.72,88.46,26.79,73.21,12.5,67.15,96.82,1673.06,160.31,17.28,10.71,0.81,0.16,100,63.44,30.36,26.79
352350,3523503,Itatinga,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Itatinga,PMI,Local,Administração pública direta,Res. Sólidos ,50000,1.05,58.82,88.24,11.76,,99.9,1.25,,,,,0.58,,,,,
230660,2306603,Itatira,CE,Nordeste,NE,1,2022,Secretaria Municipal de Infra Estrutura e Urbanismo,SMIU,Local,Administração pública direta,Res. Sólidos ,62648.86,2.17,100,0,100,,70.99,93.63,,237.09,60.77,,1.33,0.42,,36.28,,
240490,2404903,Itaú,RN,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE ITAU,PMI,Local,Administração pública direta,Res. Sólidos ,,7.07,,,,,86.02,0,,,,,2.39,0.1,,,,
510455,5104559,Itaúba,MT,Centro-Oeste,CO,1,2022,Prefeitura Municipal Itaúba,PMI,Local,Administração pública direta,Res. Sólidos ,25396.4,1.29,1.58,100,0,9.09,85.28,0,795.53,265.06,47.25,18.18,0.64,0.26,0,51.17,36.36,36.36
160025,1600253,Itaubal,AP,Norte,N ,1,2022,Prefeitura Municipal de Itaubal,PMI,Local,Administração pública direta,Res. Sólidos ,24066.52,1.44,100,0,100,9.09,64.65,50,239.62,382.44,43.34,36.36,0.45,0.1,100,18.89,18.18,18.18
521140,5211404,Itauçu,GO,Centro-Oeste,CO,1,2022,Departamento de obras e rodagens,DOR,Local,Administração pública direta,Res. Sólidos ,110604.17,8.29,,100,0,,87.27,6.49,,,,,0.42,,,,,
313375,3133758,Itaú de Minas,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ITAÚ DE MINAS,PMIM,Local,Administração pública direta,Res. Sólidos ,21282.48,2.54,37.08,69.14,30.86,1.23,96.67,0,698.88,491.59,49.9,9.88,0.34,0.37,34.09,48.74,54.32,23.46
220510,2205102,Itaueira,PI,Nordeste,NE,1,2022,Prefeitura Municipal de Itaueira,PMI,Local,Administração pública direta,Res. Sólidos ,128214.55,4.8,100,0,100,0,53.64,100,2662.41,179.25,23.3,20,1.24,,100,55.7,40,40
313380,3133808,Itaúna,MG,Sudeste,SE,2,2022,SAAE Gerência Sup. Gestão de Resíduos,SAAE/GSGR,Local,Autarquia,Res. Sólidos ,64754,3.7,93.52,22.11,77.89,3.68,100,100,867.15,268.66,46.54,34.21,0.62,0.72,100,20.21,31.58,15.79
411130,4111308,Itaúna do Sul,PR,Sul,S ,1,2022,PREFEITURA MUNICIPAL DE ITAÚNA DO SUL,PMIS,Local,Administração pública direta,Res. Sólidos ,21336.57,1.88,,28.57,71.43,4.76,99.83,0,3434.5,,,14.29,2.48,,90,,47.62,19.05
313390,3133907,Itaverava,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itaverava,PMI,Local,Administração pública direta,Res. Sólidos ,16923.32,1.39,,88.24,11.76,11.76,46.38,0,383.39,,,23.53,0.5,,0,,29.41,29.41
313400,3134004,Itinga,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ITINGA,PMI,Local,Administração pública direta,Res. Sólidos ,,2.34,0,,,,51.29,19.9,792.33,165.32,23.64,15.15,0.49,0.08,0,75.77,69.7,12.12
210542,2105427,Itinga do Maranhão,MA,Nordeste,NE,1,2022,"COMPANHIA AUTONOMA DE AGUAS, ESGOTOS E SANEAMENTO",CAESI,Local,Autarquia,Res. Sólidos ,47086.53,1.99,100,0,100,12.5,100,100,864.35,163.37,46.93,50,0.66,,100,14.44,25,12.5
510460,5104609,Itiquira,MT,Centro-Oeste,CO,1,2022,Prefeitura Municipal Itiquira,PM,Local,Administração pública direta,Res. Sólidos ,45233.34,1.7,12.45,100,0,,58.28,0,,103.81,24.27,,1.22,0.19,,44.33,,
352360,3523602,Itirapina,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Itirapina,PMI,Local,Administração pública direta,Res. Sólidos ,29775.04,1.31,,64.58,35.42,2.08,100,13.94,3603.83,,,12.5,1.19,0.09,0,,33.33,41.67
352370,3523701,Itirapuã,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Itirapua,PMITI,Local,Administração pública direta,Res. Sólidos ,16666.67,10,,100,0,,98.63,0,,,,,0.56,0.04,,,,
291690,2916906,Itiruçu,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Itiruçu,PMI,Local,Administração pública direta,Res. Sólidos ,7763.78,0.69,0,100,0,,91.06,20,,,,,1.37,,,,,
291700,2917003,Itiúba,BA,Nordeste,NE,2,2022,PREFEITURA MUNICIPAL DE ITIUBA,PMI,Local,Administração pública direta,Res. Sólidos ,30446.78,3.05,68.29,31.11,68.89,4.44,74.64,100,2614,54.8,34.66,8.15,2.82,0.02,66.67,41.44,55.56,4.44
352380,3523800,Itobi,SP,Sudeste,SE,1,2022,Prefeitura Municipal de Itobi,PMI,Local,Administração pública direta,Res. Sólidos ,,5.29,,,,,88.06,0,,,,,0.7,,,,,
291710,2917102,Itororó,BA,Nordeste,NE,1,2022,Prefeitura Municipal,PMI,Local,Administração pública direta,Res. Sólidos ,,11.87,0.53,,,,96.97,0,1199.04,,,12.4,0.96,0.12,0,,78.51,3.31
352390,3523909,Itu,SP,Sudeste,SE,3,2022,SECRETARIA DE ADMINISTRAÇÃO,ADM,Local,Administração pública direta,Res. Sólidos ,236811.2,10.92,100,0,100,4.68,100,100,2345.06,252.36,17.2,21.64,0.9,0.56,100,19.21,17.84,34.8
291730,2917300,Ituberá,BA,Nordeste,NE,1,2022,Prefeitura Municipal de Ituberá,PMI,Local,Administração pública direta,Res. Sólidos ,70768.81,4.01,,6.25,93.75,6.25,91.32,100,1875.26,,,47.92,1.85,1.19,100,,20.83,25
313410,3134103,Itueta,MG,Sudeste,SE,1,2022,Prefeitura Municipal de Itueta,PMI,Local,Administração pública direta,Res. Sólidos ,35259.26,5.31,,100,0,,54.24,0,,,,,0.61,,,,,
313420,3134202,Ituiutaba,MG,Sudeste,SE,3,2022,SECRETARIA MUNICIPAL DE OBRAS E SERVIÇOS URBANOS,SMOSU,Local,Administração pública direta,Res. Sólidos ,92104.74,3.44,96.65,13.22,86.78,2.3,92.08,38.98,6181.85,120.88,58.82,22.41,2.27,0.05,93.55,18.28,35.63,36.78
521150,5211503,Itumbiara,GO,Centro-Oeste,CO,3,2022,Prefeitura Municipal de Itumbiara-GO,PMI,Local,Administração pública direta,Res. Sólidos ,62277.62,1.83,79.18,50.34,49.66,0,98.85,90.42,3422.08,170.87,53.25,18.12,0.74,0.15,35.71,28.99,37.58,18.79
313430,3134301,Itumirim,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL ITUMIRIM MG,PMI,Local,Administração pública direta,Res. Sólidos ,7165.7,1.5,4.05,33.33,66.67,2.78,69.01,0,745.47,127.05,34.48,8.33,0.42,0.46,0,61.47,11.11,11.11
352400,3524006,Itupeva,SP,Sudeste,SE,2,2022,SECRETARIA MUNICIPAL DE MOBILIDADE URBANA E MEIO AMBIENTE,SMMUMA,Local,Administração pública direta,Res. Sólidos ,137023.26,4.66,100,0,100,6.62,100,100,1556.38,283.23,27.77,26.49,0.79,0.45,100,16.61,15.89,25.83
150370,1503705,Itupiranga,PA,Norte,N ,2,2022,Prefeitura Municipal de Itupiranga,PMI,Local,Administração pública direta,Res. Sólidos ,50476.43,1.79,100,0,100,4.92,42.21,100,8053.78,69.01,33.9,9.84,1.97,,100,19.49,40.98,19.67
420850,4208500,Ituporanga,SC,Sul,S ,1,2022,Prefeitura Municipal de Ituporanga,PMI,Local,Administração pública direta,Res. Sólidos ,12260.87,1.53,95.99,28.35,71.65,11.02,75.4,11.1,2103.09,337.6,96.32,4.72,0.61,0.06,,0,0,15.75
313440,3134400,Iturama,MG,Sudeste,SE,2,2022,PREFEITURA MUNICIPAL,PM,Local,Administração pública direta,Res. Sólidos ,29963.27,2,39.43,95.24,4.76,2.38,99.68,9.58,694.54,235.17,70.42,41.27,0.81,0.28,0,26.03,33.33,21.43
313450,3134509,Itutinga,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE ITUTINGA/MG,PMI,Local,Administração pública direta,Res. Sólidos ,32702.79,3.2,17.93,100,0,0,80.01,0,327.99,367.02,26.19,22.73,0.42,0.23,0,45.59,54.55,9.09
352410,3524105,Ituverava,SP,Sudeste,SE,2,2022,Prefeitura Municipal de Ituverava,PMI,Local,Administração pública direta,Res. Sólidos ,,0.91,95.2,,,,99.48,100,2555.91,115.52,86.04,17.39,1.24,0.19,0,2.99,43.48,17.39
320300,3203007,Iúna,ES,Sudeste,SE,1,2022,Prefeitura Municipal de Iúna,PMI,Local,Administração pública direta,Res. Sólidos ,64716.07,2.43,28.71,100,0,4.44,97.38,4.59,1402.56,350.95,49.9,20,0.41,0.41,0,21.39,48.89,26.67
411140,4111407,Ivaí,PR,Sul,S ,1,2022,SECRETARIA DE AGRICULTURA E MEIO AMBIENTE,SEAMA,Local,Administração pública direta,Res. Sólidos ,103745.74,0.76,72.39,66.67,33.33,0,37.8,0,1546.86,74.38,34.71,100,0.8,0.3,,0,0,0
411150,4111506,Ivaiporã,PR,Sul,S ,2,2022,Prefeitura Municipal,PMI,Local,Administração pública direta,Res. Sólidos ,62728.52,4.24,41.65,42.86,57.14,5.71,85.94,56.94,1094,254.24,52.11,32.86,0.88,0.07,100,34.17,28.57,10
411155,4111555,Ivaté,PR,Sul,S ,1,2022,Prefeitura Municipal de Ivate,PMI,Local,Administração pública direta,Res. Sólidos ,35714.29,3.15,,32.14,67.86,10.71,69.04,0,532.48,,,21.43,0.58,0.1,53.85,,46.43,21.43
411160,4111605,Ivatuba,PR,Sul,S ,1,2022,Prefeitura Municipal de Ivatuba,PMI,Local,Administração pública direta,Res. Sólidos ,49578.82,2.97,48.25,63.64,36.36,9.09,78.4,0,1315.23,316.13,71.59,27.27,1.59,0.13,100,9.36,18.18,27.27
500470,5004700,Ivinhema,MS,Centro-Oeste,CO,1,2022,PREFEITURA MUNICIPAL DE IVINHEMA,PMI,Local,Administração pública direta,Res. Sólidos ,62888.3,2.74,49.15,42.86,57.14,4.29,83.07,6.23,615.62,363.15,50.85,42.86,0.73,0.13,100,47.62,42.86,2.86
521160,5211602,Ivolândia,GO,Centro-Oeste,CO,1,2022,Prefeitura Municipal de Ivolândia,PMI,Local,Administração pública direta,Res. Sólidos ,14020.2,0.61,,100,0,20,46.42,59.05,690.89,,,40,1.9,0.08,0,,20,20
431075,4310751,Ivorá,RS,Sul,S ,1,2022,PREFEITURA MUNICIPAL DE IVORÁ,PMI,Local,Administração pública direta,Res. Sólidos ,43509.53,1.48,96.32,20,80,40,34.11,100,640.58,501.05,92.36,40,1.67,0.32,,0,0,0
431080,4310801,Ivoti,RS,Sul,S ,1,2022,Secretaria Municipal do Meio Ambiente,RS,Local,Administração pública direta,Res. Sólidos ,88733,2.9,64.96,17.65,82.35,0,90.6,100,1973.64,234.44,38.4,23.53,0.65,,0,35.04,5.88,11.76
260790,2607901,Jaboatão dos Guararapes,PE,Nordeste,NE,4,2022,SECRETARIA EXECUTIVA DE SERVIÇOS URBANOS,SESUC,Local,Administração pública direta,Res. Sólidos ,58709.25,4.84,98.54,2.38,97.62,10.71,99.31,100,799.84,136.94,30.48,51.3,0.75,0.04,100,7.33,9,12.71
420860,4208609,Jaborá,SC,Sul,S ,1,2022,Secretaria Municipal Infra Estrutura,PMJ,Local,Administração pública direta,Res. Sólidos ,,2.3,67.53,,,,39.74,100,766.77,423.53,64.14,28.57,1.54,,0,32.47,21.43,0
352420,3524204,Jaborandi,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE JABORANDI,PMJ,Local,Administração pública direta,Res. Sólidos ,,2.81,2.73,,,,93.57,0,,273.64,53.28,,1.12,0.42,,26.48,,
411170,4111704,Jaboti,PR,Sul,S ,1,2022,Prefeitura Municipal de Jaboti,PMJ,Local,Administração pública direta,Res. Sólidos ,13854.13,0.59,0,66.67,33.33,,99.96,0,,17.99,5.52,,0.32,,,0,,
431085,4310850,Jaboticaba,RS,Sul,S ,1,2022,PREFEITURA MUNICIPAL DE JABOTICABA,PM,Local,Administração pública direta,Res. Sólidos ,54521.69,1.28,82,40,60,0,64.3,95.07,318.42,450.46,49.41,60,0.34,0.92,,18,0,40
352430,3524303,Jaboticabal,SP,Sudeste,SE,2,2022,SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE JABOTICABAL,SAAEJ,Local,Autarquia,Res. Sólidos ,,2.15,48.27,,,,97.26,100,2032.06,162.5,45.4,22.95,0.7,0.23,,0,0,65.57
313460,3134608,Jaboticatubas,MG,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE JABOTICATUBAS,PMJ,Local,Administração pública direta,Res. Sólidos ,39916.73,1.64,,11.43,88.57,14.29,60.51,100,2061.55,,,17.14,0.86,,100,,17.14,45.71
240500,2405009,Jaçanã,RN,Nordeste,NE,1,2022,Prefeitura Municipal de Jaçana,PMJ,Local,Administração pública direta,Res. Sólidos ,36125.7,3.52,0,100,0,9.68,88.03,0,632.19,208.92,29.53,25.81,0.63,0.2,0,69.36,32.26,32.26
291740,2917409,Jacaraci,BA,Nordeste,NE,1,2022,PREFEITURA MUNICIPAL DE JACARACI,PMJ,Local,Administração pública direta,Res. Sólidos ,25217.63,2.82,4.57,100,0,,36.53,0,,,,,2.03,,,,,
250730,2507309,Jacaraú,PB,Nordeste,NE,1,2022,Prefeitura Municipal de Jacaraú,PMJ,Local,Administração pública direta,Res. Sólidos ,,2.18,0,,,,79.95,0,780.96,331.62,56.27,24,0.69,0.29,0,25.69,30,20
150375,1503754,Jacareacanga,PA,Norte,N ,1,2022,PREFEITURA MUNICIPAL DE JACAREACANGA,PMJ,Local,Administração pública direta,Res. Sólidos ,53046.14,1.84,0,100,0,,31.2,0,,415.09,59.25,,0.58,,,27.73,,
270340,2703403,Jacaré dos Homens,AL,Nordeste,NE,1,2022,Prefeitura Municipal de Jacaré Dos Homens,PMJH,Local,Administração pública direta,Res. Sólidos ,41201.88,4.2,,100,0,22.22,55.87,0,758.79,,,22.22,0.92,,0,,33.33,11.11
352440,3524402,Jacareí,SP,Sudeste,SE,3,2022,SECRETARIA DO MEIO AMBIENTE E ZELADORIA URBANA,SMAZU,Local,Administração pública direta,Res. Sólidos ,180862.29,9.98,99.74,0.57,99.43,9.33,100,100,3305.8,403.4,35.19,15.24,0.94,0.49,100,3.83,10.48,25.9
411180,4111803,Jacarezinho,PR,Sul,S ,2,2022,Prefeitura Municipal de Jacarezinho,PMJA,Local,Administração pública direta,Res. Sólidos ,83855.37,2.98,81.9,7.5,92.5,7.5,88.85,98.9,1866.25,201.15,59.96,40,0.76,0.8,100,20.78,30,12.5
352450,3524501,Jaci,SP,Sudeste,SE,1,2022,PREFEITURA MUNICIPAL DE JACI,PM,Local,Administração pública direta,Res. Sólidos ,30643.28,0.77,,100,0,,86.17,0,,,,,1,,,,,
